,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ATR(df,14)","Exit_ATR(df,14)","Entry_SMA(C,800)","Exit_SMA(C,800)","Entry_ADX(df,14)","Exit_ADX(df,14)",Entry_λ(H),Exit_λ(H),Entry_λ(L),Exit_λ(L)
82,-230,14846,14858,25147.76,25701.757142857143,25701.757142857143,,-139114.73180000036,11695.388942857142,-0.024051711166322588,2023-09-11 15:00:00,2023-09-12 03:00:00,0 days 12:00:00,,151.84928571428568,213.7078571428579,26919.7872625,26851.9180375,28.228692194083578,64.58238100117077,26445.5,26445.5,25004.0,24901.0
83,238,15010,15016,27129.12,26764.332857142854,26764.332857142854,,-99645.98178000055,12826.641779999998,-0.015432885243394801,2023-09-18 11:00:00,2023-09-18 17:00:00,0 days 06:00:00,,137.30142857142866,185.95285714285714,26276.529425,26261.621774999996,39.15760536260905,54.45075104344247,27189.22,27409.0,26224.0,26224.0
84,-297,15167,15225,26248.39,26422.294285714288,26422.294285714288,,-67292.76609000085,15643.193232857144,-0.008631956855258747,2023-09-25 00:00:00,2023-09-27 10:00:00,2 days 10:00:00,,123.43142857142864,64.7757142857138,26274.4446875,26278.428737500002,29.720817402891587,25.70890673364931,27241.31,26738.54,26122.08,25990.46
85,361,15227,15229,26766.69,26416.765714285717,26416.765714285717,,-145521.89465571285,19199.227512857142,-0.0150600519312835,2023-09-27 12:00:00,2023-09-27 14:00:00,0 days 02:00:00,,95.32357142857109,137.1507142857138,26280.125112499998,26281.048974999998,38.171292662407645,42.163150104109846,26848.07,26850.0,25990.46,25990.46
86,227,15255,15353,27019.99,27839.88857142857,27839.88857142857,,173663.7832785711,12453.192435714285,0.028313803700783742,2023-09-28 16:00:00,2023-10-02 18:00:00,4 days 02:00:00,,146.23214285714235,244.40928571428518,26294.683187499995,26401.744575,63.912364137672526,50.30021950067073,27064.0,28580.0,25990.46,26555.09
87,-190,15567,15619,26779.45,27013.872857142855,27013.872857142855,,-54761.074199999384,10220.731342857143,-0.010762587730517054,2023-10-11 16:00:00,2023-10-13 20:00:00,2 days 04:00:00,,148.96857142857152,117.91999999999955,26822.615074999998,26882.323112500002,48.9387881704962,43.988442793516825,28095.14,27750.03,26727.56,26538.66
88,440,15668,15927,27206.2,33770.5,33770.5,,2861462.2519999994,26829.748,0.23903828171519728,2023-10-15 21:00:00,2023-10-26 16:00:00,10 days 19:00:00,,79.35357142857121,265.9171428571431,26959.82965,28191.933725,34.62534719073836,38.304847406297704,27234.99,35280.0,26538.66,29714.28
89,121,16076,16095,35406.08,34458.41285714286,34458.41285714286,,-123121.32792142854,8453.603635714288,-0.028738895571446637,2023-11-01 21:00:00,2023-11-02 16:00:00,0 days 19:00:00,,346.20999999999964,268.8564285714279,29644.0202875,29842.522975000003,39.358117568473816,45.12316949739057,35478.0,35984.99,33930.0,34025.0
90,157,16220,16263,35618.53,36458.601428571434,36458.601428571434,,120575.10465142953,11316.109634285716,0.021561650555002285,2023-11-07 21:00:00,2023-11-09 16:00:00,1 days 19:00:00,,252.96571428571406,456.36857142857116,30991.179212500003,31431.7619875,45.27438275079008,73.12584151685658,35888.0,37972.24,34323.37,34448.0
91,162,16623,16667,38221.1,37540.28,37540.28,,-122566.18355999995,12273.343560000001,-0.01979486147703751,2023-11-24 16:00:00,2023-11-26 12:00:00,1 days 20:00:00,,287.1057142857135,76.23928571428405,35447.5427625,35820.3261125,64.71564312511525,22.624180990755683,38414.0,38414.0,35632.01,36239.2
92,229,16785,16928,38705.25,43168.13285714286,43168.13285714286,,1003251.1696114292,18749.004674285716,0.11318902408034351,2023-12-01 10:00:00,2023-12-07 09:00:00,5 days 23:00:00,,183.9414285714286,242.81214285714253,36330.3805375,37511.687025,46.5726411479994,15.483384141480116,38718.0,44488.0,36707.0,39315.39
93,142,16965,17016,44527.34,43413.36571428571,43413.36571428571,,-170671.928782857,12487.580211428573,-0.026992741794784267,2023-12-08 22:00:00,2023-12-11 01:00:00,2 days 03:00:00,,298.94142857143015,181.9550000000007,37911.226637499996,38482.421200000004,39.272079988996055,21.385087407556046,44700.0,44700.0,41414.0,42821.1
94,101,17209,17225,43314.99,41827.48,41827.48,,-158837.89946999948,8599.389470000002,-0.03630734925715082,2023-12-19 02:00:00,2023-12-19 18:00:00,0 days 16:00:00,,415.9164285714292,310.8792857142861,39813.473125,39918.4594,40.802982293526654,59.602146699838805,43388.0,43497.0,40542.93,40542.93
95,135,17245,17349,43769.44,43357.37857142857,43357.37857142857,,-67390.41336428629,11762.120507142858,-0.011404949369762638,2023-12-20 14:00:00,2023-12-24 22:00:00,4 days 08:00:00,,323.12428571428455,207.45071428571515,40075.8444875,40973.327900000004,55.283030129758224,19.81266548758896,43790.84,44398.26,40542.93,43230.17
96,223,17538,17578,43111.1,44176.15857142857,44176.15857142857,,218043.0027671425,19465.05866142857,0.022680268257064783,2024-01-01 19:00:00,2024-01-03 11:00:00,1 days 16:00:00,,194.18142857142917,368.4950000000005,42223.409237500004,42585.2906875,31.81658597350003,21.877503689186394,43208.86,45879.63,41300.0,41520.3
97,95,17700,17732,45111.1,45302.91857142857,45302.91857142857,,9633.432521428615,8589.331764285715,0.0022478847303023506,2024-01-08 13:00:00,2024-01-09 21:00:00,1 days 08:00:00,,416.13214285714275,675.4700000000001,43084.914800000006,43193.3365375,35.48849746046518,65.44802971615401,45200.0,47248.99,42450.0,43100.46
98,-56,17806,17868,42509.99,42908.915714285715,42908.915714285715,,-27123.298720000144,4783.4587200000005,-0.011393665818317172,2024-01-12 23:00:00,2024-01-15 13:00:00,2 days 14:00:00,,715.3828571428567,238.25214285714225,43384.214550000004,43448.047725,65.20193242625389,37.2439348451416,48969.48,48969.48,41500.0,41500.0
99,-112,17947,17969,41022.33,41603.99857142857,41603.99857142857,,-74401.02879999988,9254.148799999999,-0.01619349510376413,2024-01-18 20:00:00,2024-01-19 18:00:00,0 days 22:00:00,,396.5549999999998,399.4528571428564,43476.3546,43450.40195,36.85306319949986,28.8603446270128,43578.01,43578.01,40831.99,40280.0
100,-90,18043,18071,39820.31,39931.62,39931.62,,-17195.573700000445,7177.6737,-0.0047981025260728696,2024-01-22 20:00:00,2024-01-24 00:00:00,1 days 04:00:00,,466.09857142857123,392.4150000000009,43383.439000000006,43234.914762500004,58.187262292424585,41.16014288458522,42619.32,42196.86,39431.58,38555.0
101,121,18217,18238,43439.51,42720.95714285715,42720.95714285715,,-97370.31223857071,10425.416524285716,-0.018524917161489806,2024-01-30 02:00:00,2024-01-30 23:00:00,0 days 21:00:00,,328.2921428571421,319.3157142857147,42860.49665,42867.476899999994,41.97876682329094,30.50789599450504,43559.0,43882.36,39822.52,41394.34
102,148,18428,18565,44131.37,49048.77857142857,49048.77857142857,,713985.8065828567,13790.66198857143,0.10931517473527658,2024-02-07 21:00:00,2024-02-13 14:00:00,5 days 17:00:00,,282.31857142857086,362.9449999999997,42798.68181249999,43216.33393750001,44.652413842794786,44.18868474800496,44261.1,50368.61,42222.0,46521.99
103,119,18584,18660,50758.0,51263.33142857143,51263.33142857143,,47993.901560000115,12140.53844,0.007945744456890783,2024-02-14 09:00:00,2024-02-17 13:00:00,3 days 04:00:00,,399.35999999999956,180.6485714285705,43285.0263875,44095.1061875,39.532055585950786,21.568951470815513,50800.0,52816.62,46800.0,48300.95
104,135,18733,18734,52840.14,51608.91571428571,51608.91571428571,,-180315.90109285797,14100.622521428571,-0.02527762684634407,2024-02-20 14:00:00,2024-02-20 15:00:00,0 days 01:00:00,,362.3021428571431,387.12857142857166,44921.90809999999,44932.8639375,32.734583862872896,29.07686568887624,52985.0,52985.0,50625.0,50625.0
105,139,18879,18928,52842.33,59232.732857142866,59232.732857142866,,872687.5634057153,15578.43373714286,0.11881247087866346,2024-02-26 16:00:00,2024-02-28 17:00:00,2 days 01:00:00,,351.5785714285713,1164.6707142857138,46823.58242500001,47868.772275,38.1281460021764,54.86545815742449,52847.84,62478.0,50521.0,50901.44
106,67,19040,19071,65241.08,64928.748571428565,64928.748571428565,,-29647.584228571985,8721.378514285714,-0.006782555671102757,2024-03-04 09:00:00,2024-03-05 16:00:00,1 days 07:00:00,,694.5414285714281,1289.0357142857133,50634.59855,51573.3351,80.91696624464132,36.42165083656961,65500.0,69000.0,60364.7,61131.01
107,62,19207,19239,71019.99,70122.32428571428,70122.32428571428,,-64406.0977714295,8750.823485714285,-0.014626980777826636,2024-03-11 08:00:00,2024-03-12 16:00:00,1 days 08:00:00,,720.0678571428549,789.856428571429,55742.54578749999,56875.304299999996,51.53056612347051,44.990056758984295,71298.0,73000.0,65657.59,66082.66
108,86,19256,19284,73433.49,71653.88714285714,71653.88714285714,,-165523.3601485718,12477.514434285717,-0.026209979047512467,2024-03-13 09:00:00,2024-03-14 13:00:00,1 days 04:00:00,,501.76571428571646,560.47142857143,57444.317337500004,58352.769962499995,37.219833169938795,32.37582125212831,73650.25,73777.0,67024.96,67024.96
109,77,19549,19597,67984.01,69069.31,69069.31,,73014.99436000023,10553.10564,0.013948083968568434,2024-03-25 14:00:00,2024-03-27 14:00:00,2 days 00:00:00,,622.4064285714297,664.1664285714287,63537.7988125,64670.468537500004,35.83406816122713,14.523958856007855,68000.0,71769.54,62260.0,63772.29
110,-54,19730,19788,66996.01,67487.66428571429,67487.66428571429,,-33811.44984000035,7262.118411428572,-0.009345899255791516,2024-04-02 03:00:00,2024-04-04 13:00:00,2 days 10:00:00,,815.0149999999984,443.1071428571434,67390.0784,67685.0953875,37.742681375324864,17.896919658201423,71366.0,71366.0,66000.0,64493.07
111,127,19864,19902,70074.01,70198.99142857143,70198.99142857143,,-1942.0297528559095,17814.671181428574,-0.0002182203195896246,2024-04-07 17:00:00,2024-04-09 07:00:00,1 days 14:00:00,,352.0235714285695,462.1200000000026,68100.8752125,68348.155175,49.20295903777662,39.03574667893163,70326.29,72797.99,65064.52,65952.56
112,-56,19986,20038,66492.0,65661.78857142858,65661.78857142858,,39091.2278399995,7400.612160000001,0.010498370330265148,2024-04-12 19:00:00,2024-04-14 23:00:00,2 days 04:00:00,,817.2514285714288,853.9307142857148,68557.7989625,68206.3799125,37.869725986904946,29.110804839696804,72104.05,71305.89,65086.86,60660.57
113,-58,20103,20125,60304.95,63260.70428571429,63260.70428571429,,-178600.5565200003,7166.807948571428,-0.05106247397601699,2024-04-17 16:00:00,2024-04-18 14:00:00,0 days 22:00:00,,797.5900000000007,702.2849999999993,67549.3759375,67357.4997875,56.17771990517037,22.36242466023305,67926.0,66867.07,59888.0,59678.16
114,-95,20290,20300,63462.0,65254.478571428575,65254.478571428575,,-182513.5297500004,12228.065464285715,-0.030273156377044527,2024-04-25 11:00:00,2024-04-25 21:00:00,0 days 10:00:00,,455.1850000000008,593.2828571428576,67180.778975,67178.97881249999,47.664305838528136,24.824357105897665,67232.35,67232.35,63337.25,62794.0
115,-69,20409,20473,61688.01,59826.73714285714,59826.73714285714,,120043.30959000018,8384.517552857144,0.028202532550490864,2024-04-30 10:00:00,2024-05-03 02:00:00,2 days 16:00:00,,613.4678571428574,542.6735714285709,66533.827375,65624.4329375,28.554515203967973,51.51329080054597,64820.01,64734.0,61600.0,56552.82
116,114,20552,20555,65143.04,63655.974285714285,63655.974285714285,,-184208.57905714307,14683.08762857143,-0.024804871381062785,2024-05-06 09:00:00,2024-05-06 12:00:00,0 days 03:00:00,,378.4107142857143,524.0064285714288,65054.2777,65045.967737499996,27.631351966980695,23.135326422757494,65500.0,65500.0,57202.49,57561.14
117,-85,20612,20630,61570.0,62241.45857142857,62241.45857142857,,-67597.95254999999,10523.97397857143,-0.01291651827188563,2024-05-08 21:00:00,2024-05-09 15:00:00,0 days 18:00:00,,476.86999999999847,454.00642857142935,64780.8784375,64637.570974999995,45.28074348128111,29.550498699569204,65500.0,65500.0,61429.62,60630.0
118,88,20772,20800,63757.57,65044.98857142857,65044.98857142857,,101958.20913142848,11334.625154285714,0.018172210968158634,2024-05-15 13:00:00,2024-05-16 17:00:00,1 days 04:00:00,,540.7235714285728,492.30285714285645,63204.7513125,63115.371137500006,48.81063307602574,54.42701905391356,64200.93,66752.01,60487.09,60749.21
119,94,20822,20871,66806.67,66608.0457142857,66608.0457142857,,-31211.66613428643,12540.983277142856,-0.004970147463248534,2024-05-17 15:00:00,2024-05-19 16:00:00,2 days 01:00:00,,483.39500000000044,325.6142857142851,63131.61595,63289.2966375,52.54656597144079,21.65692434710711,66850.0,67700.0,61142.77,62402.03
120,87,20898,20922,68728.42,69218.36714285715,69218.36714285715,,30624.030947143998,12001.370481428574,0.0051216128017244344,2024-05-20 19:00:00,2024-05-21 19:00:00,1 days 00:00:00,,564.4228571428591,491.68357142857195,63417.569775,63691.716925,30.059670936391914,48.81015290722894,68766.0,71979.0,64602.77,65857.25
121,104,21228,21307,69746.23,70392.11571428571,70392.11571428571,,52597.72633142874,14574.387954285714,0.007251250262149303,2024-06-03 13:00:00,2024-06-06 20:00:00,3 days 07:00:00,,443.70642857142957,386.4264285714266,65371.4072875,66423.5104875,34.0911772206779,33.484910856613546,69769.3,71758.0,66670.0,67257.47
122,-87,21417,21443,67084.33,68525.18285714286,68525.18285714286,,-137152.22619000037,11798.02761857143,-0.02349971103534923,2024-06-11 10:00:00,2024-06-12 12:00:00,1 days 02:00:00,,496.70928571428624,390.79928571428275,67289.1841,67460.255225,57.15582917610487,27.91495064509527,71997.02,70195.94,66900.0,66051.0
123,-99,21496,21537,65293.39,66693.29428571429,66693.29428571429,,-151657.20603000064,13066.681744285714,-0.02346165469429607,2024-06-14 17:00:00,2024-06-16 10:00:00,1 days 17:00:00,,449.467142857145,145.6607142857122,67870.5218875,68082.727075,27.24834225068449,23.755487434220406,70195.94,69999.0,65200.87,65078.0
124,-125,21656,21769,63639.64,62443.294285714284,62443.294285714284,,133782.8475000001,15760.366785714286,0.016817549250750068,2024-06-21 09:00:00,2024-06-26 02:00:00,4 days 17:00:00,,362.5142857142855,495.0192857142844,68155.9570375,67323.868575,45.844442473374,56.670808149865515,67298.81,64546.81,63522.75,58402.0
125,-120,21944,22020,60497.6,57276.991428571426,57276.991428571426,,372340.07760000014,14132.950971428572,0.051288546653090385,2024-07-03 09:00:00,2024-07-06 13:00:00,3 days 04:00:00,,338.1171428571428,340.86285714285776,65841.1954125,64855.9066875,47.83467530027576,16.98617670438682,63861.76,63152.0,60390.0,53485.93
126,78,22226,22255,62482.0,62519.62,62519.62,,-6815.766359999798,9750.126360000002,-0.0013985086905028282,2024-07-15 03:00:00,2024-07-16 08:00:00,1 days 05:00:00,,564.4428571428564,634.5171428571432,61810.170125000004,61640.419137499994,51.8410348489165,56.082943450966035,62610.0,64993.95,56542.47,56716.68
127,62,22272,22310,65505.41,63575.11,63575.11,,-127681.59224000017,8002.99224,-0.0314383273076224,2024-07-17 01:00:00,2024-07-18 15:00:00,1 days 14:00:00,,681.8328571428574,462.30428571428587,61575.756349999996,61495.4810125,29.047413346018658,13.453425937750398,65603.12,66128.63,57502.0,59466.67
128,72,22339,22385,67157.25,66380.88428571429,66380.88428571429,,-65513.07709714268,9614.745668571428,-0.013548855091169293,2024-07-19 20:00:00,2024-07-21 18:00:00,1 days 22:00:00,,582.2692857142855,495.70499999999964,61434.33944999999,61476.388562500004,35.15320545257198,34.11726369584836,67386.0,67713.0,62373.24,63238.48
129,73,22388,22428,67723.91,66223.60428571429,66223.60428571429,,-119300.48568571429,9778.168542857144,-0.024131111575977103,2024-07-21 21:00:00,2024-07-23 13:00:00,1 days 16:00:00,,615.5942857142862,428.96571428571144,61486.261025,61599.6865625,28.000086985783977,25.05240251529023,68209.16,68474.55,63238.48,63640.2
130,185,22524,22530,68400.0,68075.54714285715,68075.54714285715,,-85271.75479285633,25247.976221428573,-0.006738719360902227,2024-07-27 13:00:00,2024-07-27 19:00:00,0 days 06:00:00,,287.6157142857129,422.1857142857137,61835.401025,61885.88248749999,37.88332971475698,45.00020158002417,68471.79,69399.99,63456.7,63456.7
131,109,22562,22574,69558.99,68067.00857142858,68067.00857142858,,-177627.2095585709,15001.233844285716,-0.023427703983954523,2024-07-29 03:00:00,2024-07-29 15:00:00,0 days 12:00:00,,403.7728571428566,519.7814285714277,62170.228962500005,62282.4515125,39.09917899817916,62.92944246526013,69635.14,70079.99,63456.7,63456.7
132,-50,22677,22769,61987.02,57015.00571428571,57015.00571428571,,242650.61299999998,5950.101285714285,0.07829078184432803,2024-08-02 22:00:00,2024-08-06 18:00:00,3 days 20:00:00,,843.4685714285713,796.1414285714288,62809.324375,62355.0756375,47.505784568394816,14.135939815940166,67553.66,65366.01,61286.54,49000.0
133,-65,22987,23009,57046.34,59393.74571428571,59393.74571428571,,-160149.9769999999,7568.605571428571,-0.043190251995132406,2024-08-15 20:00:00,2024-08-16 18:00:00,0 days 22:00:00,,680.6714285714287,576.9107142857154,62898.7455875,62867.8021375,33.37917630036334,31.55219960875475,61800.0,61800.0,56680.0,56078.54
134,76,23177,23237,62999.88,63698.684285714284,63698.684285714284,,43480.03482857148,9629.090885714286,0.009081060494536922,2024-08-23 18:00:00,2024-08-26 06:00:00,2 days 12:00:00,,584.8528571428584,309.9685714285718,61891.209075,61660.487537500005,66.52798993615059,34.27170441566452,63015.99,65000.0,58075.49,59724.87
135,-85,23277,23317,60419.99,60827.87,60827.87,,-44975.8681000004,10306.0681,-0.008757496649701671,2024-08-27 22:00:00,2024-08-29 14:00:00,1 days 16:00:00,,634.6142857142851,361.3564285714289,61529.29875,61154.796975,68.38629276703239,46.469596359383,65000.0,65000.0,60000.0,57860.0
136,-73,23449,23462,56784.01,58090.17,58090.17,,-103735.49513999972,8385.815139999999,-0.025025252355372618,2024-09-04 02:00:00,2024-09-04 15:00:00,0 days 13:00:00,,562.8971428571427,430.7921428571431,59798.34275,59671.2174375,46.18772077252999,68.16588155437476,59809.65,59809.65,55606.0,55606.0
137,-67,23510,23565,54734.0,54737.362857142856,54737.362857142856,,-7559.892739999939,7334.581311428572,-0.0020615014433440814,2024-09-06 15:00:00,2024-09-08 22:00:00,2 days 07:00:00,,649.8571428571423,375.95214285714195,59362.17524999999,59254.7361625,27.43329447724619,21.127746899821638,59809.65,58390.0,54424.24,52550.0
138,102,23679,23732,59666.01,59682.58428571429,59682.58428571429,,-10482.979474285232,12173.556617142858,-0.0017224934023814553,2024-09-13 16:00:00,2024-09-15 21:00:00,2 days 05:00:00,,421.60499999999956,264.9107142857148,58985.822625,59033.2941125,28.216192590698824,22.292929507417735,59723.97,60625.0,54804.0,57211.1
139,87,23775,23799,61135.49,59244.705714285716,59244.705714285716,,-174971.30988428544,10473.077027142857,-0.03289684079457891,2024-09-17 16:00:00,2024-09-18 16:00:00,1 days 00:00:00,,484.2671428571422,426.2271428571429,58967.7216875,59023.4235,57.112479821922264,37.1457158573151,61320.0,61320.0,57493.3,57493.3
140,60,23807,23888,61759.98,62673.025714285715,62673.025714285715,,47316.76251428558,7465.980342857143,0.012768992291957142,2024-09-19 00:00:00,2024-09-22 09:00:00,3 days 09:00:00,,696.0699999999997,216.5542857142838,59047.7106,59429.9414375,30.34826565609715,20.28122925649006,61786.24,64133.32,57493.3,59174.8
141,98,23991,24071,65229.03,65322.88000000001,65322.88000000001,,-3596.787179998717,12794.08718,-0.0005626622073023253,2024-09-26 16:00:00,2024-09-30 00:00:00,3 days 08:00:00,,428.653571428571,223.09714285714082,59772.445700000004,59972.972449999994,35.64343543138162,20.70337097392126,65550.0,66498.0,62357.93,62670.0
142,231,24230,24261,62716.0,62439.682857142856,62439.682857142856,,-92740.22274000029,28910.962740000003,-0.006401441828469346,2024-10-06 15:00:00,2024-10-07 22:00:00,1 days 07:00:00,,183.6771428571436,584.230714285714,60576.397825,60797.7998125,34.55120399201927,9.555466761453925,62777.0,64478.19,59828.11,60459.9
143,-115,24307,24347,61031.99,61280.28142857143,61280.28142857143,,-42619.42550000001,14065.911214285714,-0.00607228602573825,2024-10-09 20:00:00,2024-10-11 12:00:00,1 days 16:00:00,,399.25214285714225,274.41928571428485,61105.7179,61429.883575,39.266590857542745,44.59596686501812,64478.19,64478.19,60835.0,58946.0
144,89,24415,24445,64620.87,65830.69714285714,65830.69714285714,,96064.42623857106,11610.189475714287,0.01670320402238899,2024-10-14 08:00:00,2024-10-15 14:00:00,1 days 06:00:00,,467.70499999999964,623.0000000000016,62027.6524875,62348.1700875,30.588163203138684,22.78000019242512,64686.0,67767.66,58946.0,61002.49
145,96,24518,24584,68426.99,68182.36857142857,68182.36857142857,,-36598.15556571516,13114.498422857143,-0.005571351116611537,2024-10-18 15:00:00,2024-10-21 09:00:00,2 days 18:00:00,,389.53928571428696,394.6764285714297,63103.515975,63871.90277500001,43.77863062924343,31.20055454176076,68600.0,69519.52,64660.56,66666.0
146,132,24756,24828,68908.0,71304.42428571428,71304.42428571428,,297819.9657085709,18508.040005714287,0.03274237913491283,2024-10-28 13:00:00,2024-10-31 13:00:00,3 days 00:00:00,,320.7621428571438,361.5828571428584,64849.6927875,65475.744425,43.416801121398144,26.322980381204438,69063.62,73620.12,65596.29,67036.85
147,49,24960,25148,71096.03,87976.02,87976.02,,819324.9795500003,7794.53045,0.2351877868567346,2024-11-06 01:00:00,2024-11-13 21:00:00,7 days 20:00:00,,879.1114285714284,1484.972857142858,66427.82996249999,70725.84995,48.373906629182606,46.81609725482612,71455.0,93265.64,66835.0,75714.66
148,66,25254,25260,92061.84,89451.25714285714,89451.25714285714,,-184278.33298285716,11979.86441142857,-0.03032848305319249,2024-11-18 07:00:00,2024-11-18 13:00:00,0 days 06:00:00,,680.8071428571441,748.2164285714296,74185.1998875,74363.62533750001,29.751259495416303,26.69310623428012,92079.3,92300.0,86668.21,86668.21
149,51,25323,25383,95798.12,97590.56142857143,97590.56142857143,,81551.6901042858,9862.822752857144,0.016691901126482087,2024-11-21 04:00:00,2024-11-23 16:00:00,2 days 12:00:00,,898.6964285714306,335.59571428571405,76331.066225,78569.1903375,31.012857967045107,25.76149974940352,95904.0,99588.01,88722.0,90975.8
150,31,25659,25675,102964.0,98537.78428571428,98537.78428571428,,-143459.24245571438,6246.555312857143,-0.044945005036434414,2024-12-05 04:00:00,2024-12-05 20:00:00,0 days 16:00:00,,1358.9500000000012,1168.049285714285,87982.0543625,88625.03760000001,33.415107508814195,53.75363633352019,104088.0,104088.0,93578.17,93578.17
151,87,25908,25958,102946.55,105791.42714285714,105791.42714285714,,229344.10741714214,18160.20401142857,0.02560687235962999,2024-12-15 13:00:00,2024-12-17 15:00:00,2 days 02:00:00,,493.78214285714057,745.8642857142861,95906.25265000001,96947.5226875,39.301838549034834,33.044398675459256,103359.97,108353.0,97757.44,99700.0
152,-30,26024,26044,95473.74,97834.93428571428,97834.93428571428,,-76635.08879999956,5799.260228571429,-0.026756079315631516,2024-12-20 09:00:00,2024-12-21 05:00:00,0 days 20:00:00,,1322.1235714285701,761.6564285714277,97924.171575,98077.68914999999,55.88040008666178,21.305851451533535,108353.0,108353.0,95300.0,92232.54
153,-78,26269,26273,92680.52,94340.55857142858,94340.55857142858,,-144070.6527000007,14587.64412857143,-0.019929319019789754,2024-12-30 14:00:00,2024-12-30 18:00:00,0 days 04:00:00,,614.1421428571432,762.9214285714291,98276.186075,98274.20158749999,30.47649921328402,21.321696907434696,97544.58,97544.58,92613.0,91530.45
154,83,26370,26413,98527.97,97308.64714285714,97308.64714285714,,-117458.23636571474,16254.439222857141,-0.014363022746593908,2025-01-03 19:00:00,2025-01-05 14:00:00,1 days 19:00:00,,530.3321428571445,293.6207142857155,98141.654675,98235.36325000001,30.74114910346438,33.09374203395068,98697.86,98976.91,91530.45,93200.0
155,86,26429,26461,99600.0,100258.90285714285,100258.90285714285,,39477.7800685708,17187.865645714286,0.0046088750430291325,2025-01-06 06:00:00,2025-01-07 14:00:00,1 days 08:00:00,,490.0592857142848,423.56214285714566,98300.341875,98443.12296250001,28.89752357890981,32.29120714057954,99892.0,102724.38,94803.03,96402.82
156,-53,26467,26529,96451.99,95043.38571428572,95043.38571428572,,64506.77223000019,10149.254912857145,0.012618805584000928,2025-01-07 20:00:00,2025-01-10 10:00:00,2 days 14:00:00,,832.067857142859,601.9285714285714,98402.2571125,98014.4776375,56.492965105286544,30.071166208678534,102724.38,102724.38,96323.67,91203.67
157,63,26653,26678,98963.99,97373.11857142858,97373.11857142858,,-112594.13783999966,12369.237840000002,-0.01805918028510018,2025-01-15 14:00:00,2025-01-16 15:00:00,1 days 01:00:00,,682.7592857142839,756.884285714285,97371.90380000001,97317.02643749998,33.52395875059822,40.43871959165964,99073.39,100866.66,89256.69,89256.69
158,44,26689,26718,101659.8,102648.49857142856,102648.49857142856,,34513.17200571355,8989.565137142858,0.007715835294355491,2025-01-17 02:00:00,2025-01-18 07:00:00,1 days 05:00:00,,1018.825714285713,822.5485714285709,97300.57921249999,97334.24217499999,33.16593441779368,61.18780238785728,101833.28,105865.22,89256.69,94753.42
159,21,26766,26776,107482.36,100432.89285714286,100432.89285714286,,-152405.03031000006,4366.220310000001,-0.06752161373935484,2025-01-20 07:00:00,2025-01-20 17:00:00,0 days 10:00:00,,2163.222142857142,2530.269285714286,97219.90415000002,97251.3296375,34.09343117205471,31.52673565816588,109588.0,109588.0,97335.13,97335.13
160,69,27014,27041,105920.57,103495.9842857143,103495.9842857143,,-181746.1565314285,14449.742245714286,-0.024867712367592328,2025-01-30 15:00:00,2025-01-31 18:00:00,1 days 03:00:00,,639.9742857142846,725.6135714285712,99166.13848750001,99494.09690000002,57.882109807961115,31.383205702212937,106222.08,106457.44,97777.77,98864.0
161,-67,27075,27113,99206.85,99676.95714285715,99676.95714285715,,-44822.393650000144,13325.21507857143,-0.006743394735343423,2025-02-02 04:00:00,2025-02-03 18:00:00,1 days 14:00:00,,659.9771428571423,1298.0007142857128,99832.4769375,100000.33668749999,54.17373501175001,60.37665138959255,106457.44,106457.44,99148.91,91231.0
162,-79,27261,27268,95173.79,97284.65714285715,97284.65714285715,,-181962.72161000088,15204.217324285713,-0.02420125950642514,2025-02-09 22:00:00,2025-02-10 05:00:00,0 days 07:00:00,,631.0528571428575,863.8085714285719,99915.16251249998,99910.313375,34.27148865575825,35.77563469359887,100137.99,100137.99,94713.0,94713.0
163,-50,27622,27711,92432.07,84830.96571428572,84830.96571428572,,371192.0625000002,8863.151785714286,0.08031672611032081,2025-02-24 23:00:00,2025-02-28 16:00:00,3 days 17:00:00,,880.2507142857139,1372.5750000000003,98944.9838375,96914.80690000001,50.729589151202376,61.77424123867025,99475.0,96095.32,92368.0,78258.52
164,-105,27924,27977,84600.0,83247.09714285714,83247.09714285714,,124430.85480000074,17623.945200000002,0.014007751300236456,2025-03-09 13:00:00,2025-03-11 18:00:00,2 days 05:00:00,,461.78071428571377,1166.547142857142,93143.076175,92016.20390000001,32.20271154725744,14.29799853976101,92810.64,91100.0,84240.36,76606.0
165,-75,28141,28161,81365.78,83621.09999999999,83621.09999999999,,-181523.01599999942,12374.016,-0.029746004770064127,2025-03-18 14:00:00,2025-03-19 10:00:00,0 days 20:00:00,,599.9985714285701,381.76071428571385,89213.9995625,88877.3038625,47.938044201766445,51.89144236666988,85309.71,85117.04,81134.66,81134.66
166,90,28280,28333,87416.34,86484.86714285715,86484.86714285715,,-99483.66578571295,15651.108642857143,-0.01264493645336448,2025-03-24 09:00:00,2025-03-26 14:00:00,2 days 05:00:00,,481.18785714285644,478.5885714285687,87112.12681249999,86489.66290000001,71.01107352348807,13.689142821489023,87519.38,88765.43,83175.25,83625.1
