,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_calculate…(100),Exit_calculate…(100),Entry_calculate…(400),Exit_calculate…(400),Entry_calculate…(14),Exit_calculate…(14),Entry_λ,Exit_λ,Entry_calculate…(20),Exit_calculate…(20)
69,3,4830,4854,22881.41,22968.45,,,123.57042000000263,137.54958,0.001800157420368903,2022-07-21 05:00:00,2022-07-22 05:00:00,1 days 00:00:00,,22512.6540204737,22683.117597882243,21359.97910496609,21539.6310975385,406.3935714285716,266.4628571428574,-116.41033868728577,18.816324868209982,9988.675652000002,7153.513674500001
70,-2,4969,4975,21254.67,21248.63,,,-72.92660000000552,85.00659999999999,-0.0017155429842008116,2022-07-27 00:00:00,2022-07-27 06:00:00,0 days 06:00:00,,21850.629305301103,21774.047672812227,21774.53366176173,21756.74113128501,216.94785714285769,168.85928571428641,70.16846346355439,55.76828445389383,6874.83061,6864.649337500001
71,-2,4977,4982,21346.11,21371.93,,,-137.07607999999942,85.43608,-0.003210797658214963,2022-07-27 08:00:00,2022-07-27 13:00:00,0 days 05:00:00,,21757.474284994867,21716.308313153622,21752.70746314827,21742.11280792752,165.36285714285805,151.00571428571467,60.74400390685176,43.126316123670534,6819.499785499999,6190.8472335
72,3,5029,5046,23718.71,23740.91,,,-75.77885999999782,142.37886,-0.0010649660120637602,2022-07-29 12:00:00,2022-07-30 05:00:00,0 days 17:00:00,,22756.900135906857,23074.95554215721,22070.05382679647,22216.11674989023,253.85285714285808,240.882142857143,-89.17697978870194,-36.65267901498353,8221.149321,7861.5833365
73,3,5084,5088,23748.65,23379.82,,,-1247.8754100000053,141.38541,-0.017515036433649933,2022-07-31 19:00:00,2022-07-31 23:00:00,0 days 04:00:00,,23505.820575262005,23506.148069944484,22508.823790601495,22528.713905032128,199.77071428571435,226.52857142857152,12.710941045435263,-37.4214070870052,5231.000097,5464.7953035
74,3,5227,5233,23130.69,22954.21,,,-667.6946999999986,138.2547,-0.009622060561098725,2022-08-06 18:00:00,2022-08-07 00:00:00,0 days 06:00:00,,23106.40005789263,23104.392963211674,22800.117368346855,22808.724573329026,91.56785714285694,108.68714285714304,-10.298932967014942,-32.937264953432944,3601.6229464999997,3513.3745790000003
75,3,5284,5291,23807.74,23472.62,,,-1147.2010800000078,141.84108,-0.01606201848642511,2022-08-09 03:00:00,2022-08-09 10:00:00,0 days 07:00:00,,23414.706015365744,23454.532692933964,22966.65440648818,22992.734644425414,170.3085714285714,162.95499999999967,-52.0314874109755,-70.7971569812286,6908.194599500001,5930.536622
76,3,5350,5364,24202.28,23749.73,,,-1501.5060299999977,143.85602999999998,-0.020679952880472335,2022-08-11 21:00:00,2022-08-12 11:00:00,0 days 14:00:00,,23771.679274051738,23806.290631335334,23192.89533660896,23241.799948888663,240.98071428571424,183.79999999999978,-81.33298749779237,-40.129615953634,10602.029864,7399.108671
77,3,5420,5427,24286.74,24645.14,,,928.4043599999934,146.79564,0.012742266767791697,2022-08-14 19:00:00,2022-08-15 02:00:00,0 days 07:00:00,,24248.57663438356,24276.489909025688,23534.46698724799,23566.185754762286,164.95285714285714,170.41285714285758,-48.836402528961514,39.67104586970438,6554.552819500001,7239.043016500002
78,-1,5510,5514,23571.87,23336.04,,,188.9220899999981,46.90791,0.008014726451486395,2022-08-18 13:00:00,2022-08-18 17:00:00,0 days 04:00:00,,23827.838068682962,23792.578596937907,23653.10183873896,23647.50203986098,115.01999999999914,128.7807142857138,31.470281738783427,0.812628187189901,6226.3473345,5890.530662499999
79,-2,5578,5604,21359.21,21281.59,,,69.95839999999797,85.2816,0.0016376635652722857,2022-08-21 09:00:00,2022-08-22 11:00:00,1 days 02:00:00,,22092.836219967267,21810.157379580014,23077.33162693712,22873.32799145902,184.06928571428554,183.74499999999975,46.08520485075392,-31.244107633121615,7276.546130500001,8241.1120785
80,-2,5618,5623,21303.25,20964.1,,,593.7653000000029,84.5347,0.013936026193186584,2022-08-23 01:00:00,2022-08-23 06:00:00,0 days 05:00:00,,21667.787132891426,21621.086926760712,22762.02736748748,22722.95357910117,193.06785714285746,174.27071428571486,17.061028011404176,-11.057154334186635,9993.875061499999,8569.3348855
81,-2,5626,5653,21450.86,21439.84,,,-63.74139999999913,85.7814,-0.0014857539511236172,2022-08-23 09:00:00,2022-08-24 12:00:00,1 days 03:00:00,,21608.224116825077,21522.70776031741,22703.250405427276,22539.65997079667,186.0807142857146,165.8014285714284,27.275491660556064,4.127177258689898,8574.467563,6796.670679
82,-2,5704,5705,21159.93,20780.86,,,674.2584199999994,83.88158,0.01593243503168488,2022-08-26 15:00:00,2022-08-26 16:00:00,0 days 01:00:00,,21519.83912222081,21504.055377226334,22313.745695978007,22305.810605225,225.27071428571435,241.76714285714272,-47.77896065118513,-72.87058464168076,10470.133072,11059.2825335
83,-2,5754,5761,19992.6,19555.61,,,794.883579999996,79.09642,0.01987944489461089,2022-08-28 17:00:00,2022-08-29 00:00:00,0 days 07:00:00,,20624.154785467956,20523.885150629085,21832.69041196806,21764.876419816,107.2221428571429,149.82142857142858,17.95421702106715,-25.457043489617774,5565.3183275,6438.2257675
84,-2,5874,5875,20128.56,19802.19,,,572.8785000000053,79.8615,0.014230488917240101,2022-09-02 17:00:00,2022-09-02 18:00:00,0 days 01:00:00,,20129.70933527787,20125.84400190603,21039.924295020257,21034.411006765793,167.76071428571413,179.61642857142837,-16.805456463992456,-27.58906801124325,10307.199363,10804.6913115
85,-2,5918,5919,19874.98,19713.6,,,243.58284000000202,79.17716,0.006127876355095783,2022-09-04 13:00:00,2022-09-04 14:00:00,0 days 01:00:00,,19945.61369066894,19941.675003725,20800.39563900716,20795.14034903705,101.3764285714286,104.42142857142868,10.921385431303968,8.200801248806322,5742.825838,5862.7853675
86,-2,5922,5940,19890.41,19691.07,,,319.5170400000003,79.16296,0.008031936998784794,2022-09-04 17:00:00,2022-09-05 11:00:00,0 days 18:00:00,,19935.74869708887,19901.425917884953,20780.915279974888,20698.80391272512,122.53142857142848,114.84214285714292,16.152043246295882,-18.713905325148954,5958.395555,8014.4576655
87,-2,5955,5962,19771.81,20017.81,,,-571.57924,79.57924,-0.014454398459220561,2022-09-06 02:00:00,2022-09-06 09:00:00,0 days 07:00:00,,19876.93573526211,19875.256160347795,20634.24506774228,20607.681105199146,155.04071428571504,162.92500000000032,10.24431845954948,16.68539115041769,10767.707562,11591.728489
88,-2,5994,5998,18916.41,19387.62,,,-1019.0280599999983,76.60806,-0.026935027840906373,2022-09-07 17:00:00,2022-09-07 21:00:00,0 days 04:00:00,,19463.847273674015,19444.169622493417,20376.50741383212,20353.320709386924,106.0985714285715,155.75785714285743,59.634053994377325,94.35204154009938,11248.66427,12157.1237415
89,4,6064,6069,21242.48,21579.1,,,1175.193679999996,171.28632,0.013830702441522786,2022-09-10 15:00:00,2022-09-10 20:00:00,0 days 05:00:00,,20313.674885516557,20419.92825258614,20364.89094616301,20391.169245457353,153.5142857142855,176.1514285714285,-72.69882765328379,-23.709410804899193,12610.8231295,12450.933100499999
90,4,6124,6134,22255.86,21398.32,,,-3604.7767200000035,174.61672000000002,-0.04049244468647811,2022-09-13 03:00:00,2022-09-13 13:00:00,0 days 10:00:00,,21460.222479905857,21582.869718457456,20756.277992718282,20824.16473501179,189.88642857142855,312.420714285714,-37.08313565051918,-119.68229016776115,15013.446556,16224.062792
91,-2,6205,6207,19868.75,19527.24,,,604.2280199999968,78.79198000000001,0.015205486505190182,2022-09-16 12:00:00,2022-09-16 14:00:00,0 days 02:00:00,,20380.14442787987,20349.35649619161,20598.24685531399,20588.259076080638,119.4200000000006,141.2257142857148,18.478655987789708,3.06899422144366,9931.707142000001,10836.533609999999
92,-2,6218,6242,19949.72,19984.06,,,-148.54756000000032,79.86756000000001,-0.0037230487445437327,2022-09-17 01:00:00,2022-09-18 01:00:00,1 days 00:00:00,,20224.653847990947,20126.40878697447,20541.320658121607,20475.500747961254,186.63500000000047,120.92285714285597,52.36300233660065,-2.525373562586921,12462.0898605,7415.2484545
93,-2,6286,6302,19518.93,19125.86,,,708.8504199999994,77.28958,0.0181580245433535,2022-09-19 21:00:00,2022-09-20 13:00:00,0 days 16:00:00,,19647.738019305783,19560.79819704188,20257.97597677811,20187.453549687478,263.60428571428565,181.53571428571453,119.04338606265362,-45.53979713057404,17147.4351985,12571.3408905
94,-2,6325,6331,19165.18,19867.91,,,-1483.5261799999992,78.06618,-0.03870368501626382,2022-09-21 12:00:00,2022-09-21 18:00:00,0 days 06:00:00,,19352.081136345536,19359.24294989262,20057.659270877342,20038.539925785844,153.27428571428572,300.21000000000015,42.58205150116131,80.84799010773918,11152.7113555,14448.789752
95,-2,6333,6335,19002.76,18466.87,,,996.8407399999988,74.93925999999999,0.026228840968364524,2022-09-21 20:00:00,2022-09-21 22:00:00,0 days 02:00:00,,19343.716166248167,19309.77024462291,20027.843590431854,20012.421636434734,337.05285714285776,384.91000000000065,4.2226678469103405,-75.54912048122975,16058.783309999999,17209.0256405
96,-2,6607,6619,19244.02,19547.0,,,-683.5420399999991,77.58204,-0.01775985578896713,2022-10-03 06:00:00,2022-10-03 18:00:00,0 days 12:00:00,,19287.970980615133,19295.947112345042,19453.23709565888,19445.409581675955,134.60571428571453,142.85214285714315,8.884004834161104,45.645235879781396,10403.8367745,13549.897215
97,4,6661,6666,20028.74,20231.58,,,650.3187200000006,161.04128000000003,0.008117319412005044,2022-10-05 12:00:00,2022-10-05 17:00:00,0 days 05:00:00,,19706.202711380665,19738.2387195418,19546.899910902754,19559.082348286032,127.00357142857138,165.34714285714315,-46.37063630779997,-18.864942709735814,11323.534294500001,12952.8473405
98,4,6690,6710,20053.87,19617.91,,,-1902.5271199999966,158.68712,-0.023717705360611147,2022-10-06 17:00:00,2022-10-07 13:00:00,0 days 20:00:00,,19905.114901979305,19912.23831763395,19629.24152471919,19658.089590654876,154.10785714285754,133.3457142857143,-22.37269036538493,-27.59403187654914,14494.642644000001,9034.786725
99,-2,6756,6770,19489.6,19491.42,,,-81.60203999999942,77.96204,-0.0020934765208111598,2022-10-09 11:00:00,2022-10-10 01:00:00,0 days 14:00:00,,19641.66208153381,19602.826969252244,19619.64223065171,19610.43105085421,71.62857142857112,79.75285714285694,17.152739419104932,2.8187717894020388,4380.001274,5155.134599
100,-2,6824,6833,19151.83,19137.36,,,-47.63837999999768,76.57838000000001,-0.0012437030821597053,2022-10-12 07:00:00,2022-10-12 16:00:00,0 days 09:00:00,,19294.112585225335,19265.586095121085,19503.309217177564,19486.51280604604,86.7650000000002,87.99428571428611,16.048243228690836,2.900421839135933,10578.8803255,9070.369803
101,-2,6837,6851,19137.29,18993.2,,,211.91902000000027,76.26098,0.005536808503189368,2022-10-12 20:00:00,2022-10-13 10:00:00,0 days 14:00:00,,19255.173773846393,19206.06596092889,19479.446919979953,19451.084891983417,85.74785714285774,89.45285714285794,5.937728731333012,-34.974592887361396,9486.3437955,9074.405590999999
102,-2,6922,6933,19165.58,19375.39,,,-496.7019399999954,77.08194,-0.01295817658531578,2022-10-16 09:00:00,2022-10-16 20:00:00,0 days 11:00:00,,19216.086057267432,19208.85284120173,19389.049443120115,19377.68775402839,56.707857142856874,64.71928571428543,11.850572849015027,24.24281204649865,4214.678131,4892.442563999999
103,-2,6935,6936,19148.25,19301.35,,,-383.0991999999971,76.89920000000001,-0.01000350423667947,2022-10-16 22:00:00,2022-10-16 23:00:00,0 days 01:00:00,,19209.522630783078,19210.58119254975,19376.17203741938,19375.607488604317,94.51357142857134,98.67142857142842,17.86337613782691,16.276642118435866,5626.7601065,5812.759307
104,4,6976,6980,19415.77,19220.87,,,-934.1465600000058,154.54656,-0.012028193576664823,2022-10-18 15:00:00,2022-10-18 19:00:00,0 days 04:00:00,,19358.581478133325,19354.996857566566,19391.558587058356,19390.01108280112,115.95714285714295,134.44000000000025,-29.08075834328043,-46.21268329563041,10044.2095845,11414.298252999999
105,-2,7022,7024,19135.64,19325.61,,,-456.86250000000234,76.9225,-0.011937476353025197,2022-10-20 13:00:00,2022-10-20 15:00:00,0 days 02:00:00,,19256.11209576426,19257.41894231796,19352.19490855189,19351.573209223632,103.77642857142875,95.0971428571429,14.206776090996009,23.012567765616804,7619.4684475,8230.336575
106,-2,7025,7027,19253.88,19099.3,,,232.45364000000347,76.70636,0.006036540167488459,2022-10-20 16:00:00,2022-10-20 18:00:00,0 days 02:00:00,,19255.963319697803,19249.095584389586,19350.73698374122,19348.052599850656,98.2942857142859,100.78642857142846,17.479184481334844,-0.889757227468376,8559.048568,9583.7405885
107,-2,7048,7049,18976.14,19168.44,,,-460.8891599999986,76.28916000000001,-0.012143912302501877,2022-10-21 15:00:00,2022-10-21 16:00:00,0 days 01:00:00,,19174.548991742864,19173.622477054887,19316.664852757953,19315.722683916265,121.25428571428529,125.02785714285658,11.73134314847836,17.127206992158804,11042.9844725,11476.9211075
108,-2,7050,7074,19127.76,19193.86,,,-208.84324000000436,76.64323999999999,-0.00545916615432248,2022-10-21 17:00:00,2022-10-22 17:00:00,1 days 00:00:00,,19173.17411117261,19172.13556930367,19314.901024644863,19298.42852486339,125.2864285714282,41.65714285714239,21.39621238639012,-0.4371495493373523,11862.817898000001,4848.917706499999
109,4,7187,7191,20610.5,20524.54,,,-508.3801599999965,164.54016000000001,-0.006166519007302076,2022-10-27 10:00:00,2022-10-27 14:00:00,0 days 04:00:00,,20030.341224614007,20074.80523286964,19542.167019124474,19563.29851977178,131.78571428571428,157.605714285714,-52.10299789998075,-45.41253320118908,12265.4383925,12944.032014
110,4,7192,7200,20567.12,20270.89,,,-1348.2720399999982,163.35204,-0.01638868300471817,2022-10-27 15:00:00,2022-10-27 23:00:00,0 days 08:00:00,,20084.47423815935,20140.249491983286,19568.285010944986,19603.47383997326,159.2335714285712,172.7871428571434,-43.481499562318675,-48.84323648966075,13156.426978,14377.459374499998
111,4,7214,7215,20209.96,20471.97,,,885.3122800000082,162.72772,0.010951435331885941,2022-10-28 13:00:00,2022-10-28 14:00:00,0 days 01:00:00,,20165.538827464872,20172.115484346756,19646.78378170126,19651.027553363598,148.89500000000044,153.00285714285772,17.83048432624824,32.83753014172518,12763.0612545,13662.724912000001
112,3,7259,7263,20693.32,20646.61,,,-264.1497899999974,124.01979,-0.004254992915588201,2022-10-30 10:00:00,2022-10-30 14:00:00,0 days 04:00:00,,20515.134047430223,20530.870612248957,19867.735426615243,19884.613943457025,101.86285714285752,105.44071428571442,-19.213214564932763,-16.69770458086146,8863.4509605,7953.9258279999995
113,3,7266,7272,20598.46,20587.75,,,-155.68862999999737,123.55863,-0.002519421840273444,2022-10-30 17:00:00,2022-10-30 23:00:00,0 days 06:00:00,,20537.496128097082,20550.320036110825,19895.930605054775,19918.259155518077,118.24714285714306,105.89285714285741,-19.802359226447184,-10.169574019028548,8458.339371,8394.913328
114,4,7338,7341,20522.5,20250.68,,,-1250.372719999999,163.09271999999999,-0.015231730052381548,2022-11-02 17:00:00,2022-11-02 20:00:00,0 days 03:00:00,,20500.68037852743,20488.545550246763,20078.825752413803,20082.025004648436,93.99785714285774,182.22071428571482,1.3040325165599658,-22.030266675599066,10609.498527,16464.4852255
115,3,7421,7441,21234.44,20905.58,,,-1113.0000599999908,126.42006,-0.017471617805790787,2022-11-06 04:00:00,2022-11-07 00:00:00,0 days 20:00:00,,20876.52765945241,20975.083728442292,20328.980947274875,20410.032019521015,69.74142857142864,92.59571428571455,-31.543106244216986,-37.117982458195755,8785.348811,10276.434177500001
116,-2,7529,7534,17556.12,18105.16,,,-1169.4025600000018,71.32256000000001,-0.033304698304636796,2022-11-10 16:00:00,2022-11-10 21:00:00,0 days 05:00:00,,18510.230492143994,18424.02963918277,19747.500229234658,19694.43449484448,441.33999999999963,509.96571428571445,224.80405288210355,159.0606183408742,28498.6526366,25999.5716555
117,-2,7623,7635,16729.9,16716.7,,,-40.49319999999855,66.89320000000001,-0.001210204484187005,2022-11-14 14:00:00,2022-11-15 02:00:00,0 days 12:00:00,,16994.803101278634,16895.04569241515,18652.39327827201,18528.457202399743,322.3050000000003,260.74285714285753,51.77300017191193,25.507742233276275,15454.960658000002,15091.897024000002
118,-2,7697,7700,16534.61,16702.44,,,-402.13409999999624,66.47409999999999,-0.012160374511403432,2022-11-17 16:00:00,2022-11-17 19:00:00,0 days 03:00:00,,16740.16539930173,16736.18897038542,18043.629646619425,18023.212448273294,110.78642857142846,105.58714285714294,10.068634096691106,19.21765163580516,9907.459333499999,10140.408837
119,-2,7755,7765,16684.3,16526.04,,,250.0993199999968,66.42068,0.007495049837272069,2022-11-20 02:00:00,2022-11-20 12:00:00,0 days 10:00:00,,16700.187467359443,16688.412351304436,17703.025883352286,17651.064023054514,49.82500000000073,73.82785714285741,7.572148013366956,-17.710560650065677,4260.546222,5310.3840515
120,-2,7816,7828,16117.28,16512.44,,,-855.5794399999961,65.25944,-0.026542302423237484,2022-11-22 15:00:00,2022-11-23 03:00:00,0 days 12:00:00,,16259.707875303939,16255.0725538531,17293.35495415437,17231.544837716963,156.47214285714315,141.7714285714284,69.38664836266906,51.38956393411229,11702.281235650002,10885.2674305
121,-2,7971,7974,16250.77,16432.22,,,-428.2659800000015,65.36598000000001,-0.013176790392086178,2022-11-29 02:00:00,2022-11-29 05:00:00,0 days 03:00:00,,16387.206131245355,16388.134221942168,16837.33980501245,16830.860786353478,118.99214285714295,122.34714285714315,15.941005896160412,37.37676671982954,9795.48675,10543.454418500001
122,4,8031,8035,17089.84,16967.67,,,-624.9100400000075,136.23003999999997,-0.009141543162487296,2022-12-01 14:00:00,2022-12-01 18:00:00,0 days 04:00:00,,16737.168519490297,16754.6200934486,16833.81326865245,16836.39982955525,80.8771428571433,99.09357142857178,-19.15491116249862,-35.812442477185044,11171.0360095,10819.004647
123,4,8055,8062,16889.18,17029.59,,,425.96491999999944,135.67507999999998,0.0063052930929743956,2022-12-02 14:00:00,2022-12-02 21:00:00,0 days 07:00:00,,16818.662542625934,16838.692903448653,16847.086909171074,16851.34874840769,87.09428571428543,81.41642857142791,-1.438981785201527,9.512657357365446,8803.8405565,8328.592399000001
124,4,8077,8101,16943.43,16948.64,,,-114.72828000000351,135.56828000000002,-0.0016928136746810554,2022-12-03 12:00:00,2022-12-04 12:00:00,1 days 00:00:00,,16880.580414511092,16913.632829388393,16862.29341079915,16873.991537299535,54.30857142857193,56.94071428571416,-8.02335304552273,-0.09858014380754998,6628.136934,6599.557403000001
125,-2,8188,8202,16843.84,16947.8,,,-275.50327999999826,67.58328,-0.008178161274388644,2022-12-08 03:00:00,2022-12-08 17:00:00,0 days 14:00:00,,16948.32972443834,16926.78426351894,16917.868157986173,16913.774493006265,54.892142857143234,56.68142857142863,9.048712973795332,19.909858844042148,8767.643644,8672.816622
126,4,8223,8247,17151.55,17158.24,,,-110.47915999999071,137.23916000000003,-0.001610337841186298,2022-12-09 14:00:00,2022-12-10 14:00:00,1 days 00:00:00,,17025.094655399444,17072.221715531425,16943.70377013002,16966.831228706193,72.00642857142884,31.547142857142585,-17.8961306661368,0.29001099004954956,10736.943273,6154.1414745
127,4,8256,8272,17138.24,17154.94,,,-70.37272000001167,137.17272000000003,-0.0010265453162052259,2022-12-10 23:00:00,2022-12-11 15:00:00,0 days 16:00:00,,17087.387144001103,17108.05696943879,16975.561829817587,16989.957033084418,40.64714285714269,30.15857142857203,-5.80025688095093,-1.8435436550350035,5851.3711365,5770.9084835
128,4,8277,8278,17177.88,17100.97,,,-444.75539999999944,137.11540000000002,-0.006472792335259079,2022-12-11 20:00:00,2022-12-11 21:00:00,0 days 01:00:00,,17113.36462900635,17113.361369026028,16994.259502966903,16994.852722403477,41.002142857143554,42.33857142857206,-3.2466130483830438,-5.558891467647076,6386.184009,6459.9999335
129,4,8356,8369,17716.77,17428.43,,,-1293.9408000000005,140.5808,-0.018258700654803353,2022-12-15 03:00:00,2022-12-15 16:00:00,0 days 13:00:00,,17504.162456129638,17528.177467438265,17157.204735798277,17185.99250909352,188.1321428571438,88.12785714285799,-45.106151616366546,-36.73713663070754,12621.533254,8911.9122405
130,-2,8424,8444,16739.77,16746.93,,,-81.2933999999997,66.9734,-0.0024281516412711485,2022-12-17 23:00:00,2022-12-18 19:00:00,0 days 20:00:00,,17093.03666854791,16971.303522276197,17125.4578218304,17087.30506300165,56.919999999999554,41.8535714285707,26.82022170730579,6.764541366029764,5448.1368365,4785.1879755
131,-2,8447,8453,16746.94,16681.43,,,64.1632599999968,66.85674,0.001915671161418062,2022-12-18 22:00:00,2022-12-19 04:00:00,0 days 06:00:00,,16958.734186437818,16933.49601444799,17082.364462462403,17072.13192780415,50.89571428571357,65.63214285714301,8.884186463070789,-1.0269950291796173,4844.163358,5239.588709500001
132,-2,8609,8615,16793.49,16830.3,,,-140.86757999999534,67.24758,-0.004194112718678323,2022-12-25 16:00:00,2022-12-25 22:00:00,0 days 06:00:00,,16821.445944126353,16818.904519984822,16925.718351765387,16921.962820045606,29.81571428571468,42.61071428571476,-2.5594883798800416,0.08885193143044923,5214.704238,5538.490256
133,-2,8680,8681,16739.66,16578.02,,,256.64463999999884,66.63536,0.007665766210305267,2022-12-28 15:00:00,2022-12-28 16:00:00,0 days 01:00:00,,16771.442065689316,16768.210143596458,16881.497679730273,16880.1347486593,66.34214285714317,68.36357142857143,4.996013124609959,2.5266581012446565,7626.7043015,7718.812865
134,-2,8703,8720,16616.84,16545.55,,,76.25522000000174,66.32478,0.0022945162858883676,2022-12-29 14:00:00,2022-12-30 07:00:00,0 days 17:00:00,,16701.340182628384,16671.222260445924,16848.835220301462,16828.467989722136,45.72142857142899,48.604285714285915,13.153794198116653,-11.949173371473435,7002.543208,6891.0813855
135,-2,8735,8759,16585.06,16548.28,,,7.29332000000494,66.26668000000001,0.00021987620183476974,2022-12-30 22:00:00,2022-12-31 22:00:00,1 days 00:00:00,,16633.393307291233,16608.503677335662,16806.41352957053,16779.48305202681,65.667857142856,34.53214285714369,11.934808811408487,-5.197289121924586,7170.850638999999,4883.780002500001
136,-2,8778,8782,16565.13,16604.51,,,-145.09927999999476,66.33928,-0.004379660165661165,2023-01-01 17:00:00,2023-01-01 21:00:00,0 days 04:00:00,,16588.415710210153,16589.4333675464,16758.156448044127,16755.0557453151,26.13000000000024,25.2385714285717,4.738513944431292,7.834383848098776,4217.76138,4071.6849895
137,-2,8786,8788,16587.97,16587.99,,,-66.39192000000088,66.35192,-0.0020012068987344477,2023-01-02 01:00:00,2023-01-02 03:00:00,0 days 02:00:00,,16589.685605394057,16591.080756638283,16751.846376527934,16750.584108118877,28.463571428571544,36.59214285714318,1.6773736388136022,5.0543161596221005,4176.3066755,4217.041221
138,4,8888,8894,16786.6,16730.65,,,-357.8689999999884,134.06900000000002,-0.005329682603981598,2023-01-06 07:00:00,2023-01-06 13:00:00,0 days 06:00:00,,16771.939250857078,16771.274780701206,16761.977164977623,16762.110151375247,33.88571428571465,43.00499999999998,-6.426073450898851,-8.280464212542478,7092.8051325,7034.992232499999
139,4,8895,8897,16774.19,16840.1,,,129.18283999999943,134.45716,0.0019253215803564819,2023-01-06 14:00:00,2023-01-06 16:00:00,0 days 02:00:00,,16770.83013157841,16773.305058288403,16762.043866330983,16762.759823283177,44.774285714285725,49.69857142857135,-7.720786625849355,2.547637446333077,7217.046811499999,7886.466381
140,4,8930,8934,16926.66,16934.95,,,-102.2864399999965,135.44644,-0.0015107298191137102,2023-01-08 01:00:00,2023-01-08 05:00:00,0 days 04:00:00,,16849.725602011054,16856.55040983656,16788.28102359608,16791.25433163658,19.522142857143212,17.217857142857092,-3.841055695577955,-2.3796332345197033,4480.8823665,4322.463706
141,4,8977,8993,17179.04,17327.7,,,456.6130399999994,138.02696,0.006644914966144677,2023-01-10 00:00:00,2023-01-10 16:00:00,0 days 16:00:00,,17024.489591076923,17084.67715040611,16855.843761868735,16885.526711999144,73.15428571428596,50.07785714285664,-20.318753763678146,4.739344933942171,10580.059845,9003.205083
142,4,9015,9017,17413.43,17331.9,,,-465.1013199999953,138.98132,-0.006677336400697524,2023-01-11 14:00:00,2023-01-11 16:00:00,0 days 02:00:00,,17207.458533922545,17212.659687381125,16942.192375328064,16946.15107321847,46.498571428571395,47.675000000000054,-10.18687543548915,-17.695658737755164,8359.5468005,8543.322418
143,4,9018,9020,17347.79,17486.44,,,415.2630799999913,139.33692,0.005984380142946126,2023-01-11 17:00:00,2023-01-11 19:00:00,0 days 02:00:00,,17216.014545056743,17227.895398108143,16948.325282329595,16954.001303923196,47.13000000000024,61.862142857143354,-16.102670494867038,1.6032197257568868,8561.214328999999,9825.582544
144,3,9106,9113,20617.93,20906.97,,,742.5453000000026,124.5747,0.012004847237331844,2023-01-15 09:00:00,2023-01-15 16:00:00,0 days 07:00:00,,19508.639557929702,19674.318994992085,17892.85751153371,17991.984479071278,151.45071428571464,126.35500000000009,-57.54789919405579,-11.242262687179533,9064.792163,7422.6089680000005
145,3,9137,9140,20995.37,21281.96,,,732.9380100000004,126.83199,0.011636502238350558,2023-01-16 16:00:00,2023-01-16 19:00:00,0 days 03:00:00,,20162.00939653963,20224.373506997472,18327.066648644624,18370.31333929401,166.40928571428594,180.95928571428573,-14.785533982391513,30.539431891756983,11304.961104,12784.124891
146,3,9161,9169,21176.06,21132.29,,,-258.2350500000013,126.92505000000001,-0.004064889785918669,2023-01-17 16:00:00,2023-01-18 00:00:00,0 days 08:00:00,,20548.77695084564,20655.721907444185,18649.221057427058,18752.12660021956,164.76071428571439,192.36642857142866,-5.260405797386568,-14.123423002857578,11455.7714055,11661.948445999999
147,3,9185,9190,21042.73,20731.35,,,-1059.462240000003,125.32224,-0.016782712129082118,2023-01-18 16:00:00,2023-01-18 21:00:00,0 days 05:00:00,,20813.714392812777,20816.896659603535,18943.115780039734,18990.157917483226,203.34000000000015,254.8664285714289,-36.235183063045284,-56.09149182131109,13524.143208,15867.766525
148,3,9287,9300,22585.38,22909.95,,,837.2240099999991,136.48599000000002,0.01235643013312146,2023-01-22 22:00:00,2023-01-23 11:00:00,0 days 13:00:00,,22138.61029163562,22280.923801201418,20165.656997369053,20328.763675352857,196.89071428571384,122.39857142857207,-46.58196372182456,20.41475639910589,10381.125947999999,10365.271922999998
149,3,9304,9306,22627.71,22911.86,,,715.8312900000044,136.61871000000002,0.010545054271952358,2023-01-23 15:00:00,2023-01-23 17:00:00,0 days 02:00:00,,22320.466759765146,22346.67981692561,20377.615711862374,20403.593379669288,180.0642857142861,194.07571428571438,5.35828730032595,24.58620237384099,12328.3712545,11759.4123005
150,3,9327,9336,22860.37,22755.47,,,-451.5475199999935,136.84752,-0.006584138401959333,2023-01-24 14:00:00,2023-01-24 23:00:00,0 days 09:00:00,,22562.49316427474,22616.40492607507,20660.12808053523,20758.356428558563,137.1064285714292,182.57928571428627,-27.776069187980553,-31.38718864105226,11187.0051385,12586.310388
151,3,9419,9435,22998.24,23231.22,,,560.2516199999986,138.68838,0.008120210068248578,2023-01-28 10:00:00,2023-01-29 02:00:00,0 days 16:00:00,,22916.00439777578,22947.22614943179,21503.31327590128,21620.403042317244,92.39357142857183,107.69785714285743,-18.623960720773972,20.65029545327002,9505.241311,7596.259545999999
152,3,9525,9527,23385.99,23681.05,,,743.9788799999931,141.20112,0.01060433875153451,2023-02-01 20:00:00,2023-02-01 22:00:00,0 days 02:00:00,,23105.29068082954,23128.529640506844,22186.830015136133,22201.8646161385,177.432857142857,189.91999999999956,44.20123907399244,75.92035809495636,12706.486198,13559.5912445
