,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_calculate…(15),Exit_calculate…(15),Entry_calculate…(300),Exit_calculate…(300),Entry_calculate…(800),Exit_calculate…(800),Entry_calculate…(14),Exit_calculate…(14)
57,1,26996,27021,103584.0,104907.1,,,1114.6089000000059,208.49110000000002,0.010760435009267913,2025-01-29 20:00:00,2025-01-30 21:00:00,1 days 01:00:00,,102665.05034322309,105179.2409488818,102427.19082185709,102825.70741481268,100150.61042154442,100444.99780383427,830.616428571431,669.7949999999983
58,1,27523,27546,98295.09,96971.91,,,-1518.446999999993,195.267,-0.015447841799625911,2025-02-20 19:00:00,2025-02-21 18:00:00,0 days 23:00:00,,97470.58910959522,98025.86294679307,96974.88271012834,97154.24983123223,98129.2766865299,98135.45135576965,442.6485714285726,723.1657142857127
59,1,28306,28375,87221.65,85719.27,,,-1675.32091999999,172.94092,-0.019207627005450957,2025-03-25 10:00:00,2025-03-28 07:00:00,2 days 21:00:00,,87031.43351001713,86566.8860280666,84939.47719364201,85774.07877706792,87163.61674979267,87174.28849523512,495.94142857142805,469.18714285714566
60,1,28742,28757,84458.24,84619.98,,,-7.338220000009301,169.07822,-8.688577929183558e-05,2025-04-12 14:00:00,2025-04-13 05:00:00,0 days 15:00:00,,83688.80348089254,84895.61748163677,81852.08996413535,82162.3037121948,83961.58482337453,84003.91596874151,484.4664285714285,571.9435714285698
61,1,28767,28815,84093.22,85146.89,,,884.4298899999983,169.24011000000002,0.010517255612283666,2025-04-13 15:00:00,2025-04-15 15:00:00,2 days 00:00:00,,84434.59375145395,85364.89018751173,82305.1204497746,83007.19795979503,84013.2037136407,84106.87600805558,564.2235714285707,522.7735714285726
62,1,28839,28913,84605.3,84845.93,,,71.1787699999901,169.45123,0.000841303913584477,2025-04-16 15:00:00,2025-04-19 17:00:00,3 days 02:00:00,,84045.75271744482,85118.75495628777,83140.32711221912,83756.15841416288,84095.32996343634,84197.46917518761,557.2121428571409,306.3571428571439
63,1,30092,30159,105725.91,108620.0,,,2679.7440899999965,214.34591,0.025346143532838886,2025-06-07 20:00:00,2025-06-10 15:00:00,2 days 19:00:00,,105344.59986245187,109182.90213627568,105264.92581706197,106017.56221956319,103312.39976878357,103916.60941135896,332.8607142857176,516.8707142857155
64,1,30298,30311,106945.86,107700.01,,,539.5041299999941,214.64587,0.005044647170072806,2025-06-16 10:00:00,2025-06-16 23:00:00,0 days 13:00:00,,106311.53410073093,107536.8997661121,106165.05528401326,106291.9811856356,104662.22297174933,104759.00350107207,449.20142857143117,655.442857142857
65,1,30487,30538,105655.23,107325.13,,,1456.9196400000087,212.98036000000002,0.013789375499916177,2025-06-24 07:00:00,2025-06-26 10:00:00,2 days 03:00:00,,104425.62998796452,107543.01131467818,104325.21809659064,105032.86268579133,104368.88815999204,104651.37653577449,754.826428571427,408.7821428571427
66,1,30680,30725,107080.0,108982.59,,,1686.5274099999965,216.06259,0.015750162588718735,2025-07-02 08:00:00,2025-07-04 05:00:00,1 days 21:00:00,,106502.17879660927,109364.37470187194,106311.39469059496,107053.13473736099,105401.80312207153,105800.78367783809,429.52642857142826,334.307142857142
