,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_calculate…(10),Exit_calculate…(10),Entry_calculate…(300),Exit_calculate…(300),Entry_calculate…(800),Exit_calculate…(800),Entry_calculate…(14),Exit_calculate…(14),Entry_calculate…(50),Exit_calculate…(50)
74,1,30296,30308,107061.8,108652.01,,,1374.4961899999919,215.71381,0.01283834374165196,2025-06-16 08:00:00,2025-06-16 20:00:00,0 days 12:00:00,,106369.32204637458,107848.25451315558,106155.32587853477,106264.23630107209,104651.05608540298,104737.1056429005,473.27000000000197,515.6907142857132,104300.0,104300.0
75,1,30484,30611,104919.6,108153.25,,,3020.577149999994,213.07285000000002,0.028789445918589073,2025-06-24 04:00:00,2025-06-29 11:00:00,5 days 07:00:00,,104452.56405390598,107765.58626451614,104304.97113940808,105893.04151423559,104361.66689157506,105085.36859434914,950.922142857142,195.23142857142582,98200.0,106356.76
76,1,30680,30688,107080.0,108737.75,,,1441.93225,215.81775,0.013465934348151016,2025-07-02 08:00:00,2025-07-02 16:00:00,0 days 08:00:00,,106650.2526631057,107979.90000012358,106311.39469059496,106402.13558480951,105401.80312207153,105454.31044929173,429.52642857142826,468.71214285714296,105100.19,105100.19
77,1,31254,31295,117444.99,119495.16,,,1813.2298499999984,236.94015000000002,0.015438971470813667,2025-07-26 06:00:00,2025-07-27 23:00:00,1 days 17:00:00,,117271.03247725201,119018.60803341138,117217.69339411844,117475.78682841024,113679.92495909792,114127.71459257169,376.3978571428566,399.9500000000002,114723.16,117102.3
78,1,31370,31389,118055.32,116514.0,,,-1775.889320000007,234.56932,-0.015042857196100962,2025-07-31 02:00:00,2025-07-31 21:00:00,0 days 19:00:00,,117882.25994174782,117452.71662007185,117741.53106881502,117781.99468336694,114821.39929297482,114973.23279175538,668.6164285714289,549.7071428571445,115796.23,115796.23
79,1,31550,31612,116640.01,118500.0,,,1624.8499900000052,235.14001000000002,0.013930468541626526,2025-08-07 14:00:00,2025-08-10 04:00:00,2 days 14:00:00,,115851.8468244622,117342.39750061245,115561.39005125866,115993.6593913429,114770.04092532927,115066.09120944444,466.79428571428537,394.490714285715,112650.0,115878.71
80,1,31787,31795,118393.34,117542.01,,,-1087.2653500000017,235.93534999999997,-0.009183500946928326,2025-08-17 11:00:00,2025-08-17 19:00:00,0 days 08:00:00,,118099.6511576232,117905.83090956518,118044.84060052522,118041.23184215177,116505.14449787169,116534.30704028415,264.7628571428598,318.0635714285724,116803.99,116862.5
81,1,31918,31964,117028.27,112600.0,,,-4657.898270000004,229.62827000000001,-0.03980147933486501,2025-08-22 22:00:00,2025-08-24 20:00:00,1 days 22:00:00,,116087.48863230883,113963.58086457559,115940.21553257124,115708.11687544906,115962.81948972083,115868.80932935962,874.4357142857126,683.1657142857148,111684.79,110680.0
82,1,32245,32247,113214.78,110569.99,,,-2868.574769999994,223.78477,-0.02533745832478758,2025-09-05 13:00:00,2025-09-05 15:00:00,0 days 02:00:00,,112372.31291285453,111803.20004910097,111296.62776908478,111287.9791486181,113148.69521167458,113136.20047582261,536.8671428571417,690.4007142857133,109329.12,109329.12
83,1,32335,32344,113022.62,110880.76,,,-2365.763380000001,223.90338,-0.020931769056495114,2025-09-09 07:00:00,2025-09-09 16:00:00,0 days 09:00:00,,112271.75282441676,111942.37920183493,111287.48211879071,111342.40592878537,112760.18037681418,112748.56280074433,464.78499999999934,568.3085714285698,110463.1,110621.78
84,1,32365,32399,113413.5,115084.01,,,1442.0124899999948,228.49750999999998,0.012714645875491063,2025-09-10 13:00:00,2025-09-11 23:00:00,1 days 10:00:00,,112586.51307074721,114675.31795936945,111409.2111513093,111968.98163438162,112701.97153717598,112820.42085955328,515.9685714285713,521.2757142857133,110766.66,110917.45
85,1,32846,32865,113404.53,116111.27,,,2477.224200000005,229.5158,0.021844137972266323,2025-09-30 14:00:00,2025-10-01 09:00:00,0 days 19:00:00,,113427.21459948478,114941.43531633215,112448.95724515671,112670.5798826681,113145.28402515237,113198.69054019754,425.7964285714271,564.9314285714291,109314.98,111865.95
86,1,35099,35137,89666.3,91341.48,,,1494.172219999993,181.00778000000003,0.01666369884783911,2026-01-02 11:00:00,2026-01-04 01:00:00,1 days 14:00:00,,89138.27932866823,90642.91935246196,88170.84139474784,88603.43639780351,89650.77638480805,89690.73769632878,363.59642857142796,309.55142857143284,87250.0,88379.88
87,1,35249,35373,90926.84,94408.7,,,3296.5244600000005,185.33553999999998,0.036254690694188844,2026-01-08 17:00:00,2026-01-13 21:00:00,5 days 04:00:00,,90629.39406612041,93459.5369569308,90441.59007986117,90935.82469008623,90293.80922863494,90543.88832539952,639.5642857142864,594.6714285714271,89311.0,90128.44
