fast_ema,slow_ema,rsi_entry_max,rsi_entry_min,atr_sl_mult,be_trigger_atr,swing_lookback,0
20,250,65,40,4.0,3.0,50,0.0
20,250,65,45,3.5,2.5,50,0.0
20,250,70,35,2.0,2.0,80,0.0
20,250,70,35,4.0,2.0,60,0.0
20,250,70,40,2.0,2.5,60,0.0
20,250,70,40,3.0,1.5,60,0.0
20,250,70,40,3.0,3.0,50,666.378728366967
20,250,70,40,4.0,3.0,40,0.0
20,250,70,45,2.5,2.5,60,0.0
20,250,70,50,2.5,2.5,60,0.0
20,250,70,50,3.5,1.5,60,0.0
20,250,70,50,4.0,2.0,60,0.0
20,250,75,35,4.0,3.0,40,0.0
20,250,75,40,3.5,2.0,80,0.0
20,250,75,50,2.0,2.5,60,0.0
20,250,80,30,2.5,2.0,60,0.0
20,250,80,30,4.0,3.0,50,0.0
20,250,80,35,4.0,3.0,40,0.0
20,250,80,45,2.5,2.5,80,0.0
20,250,80,45,3.0,3.0,40,0.0
20,250,80,50,3.5,2.0,50,0.0
20,300,60,30,4.0,3.0,60,0.0
20,300,60,35,2.0,3.0,80,0.0
20,300,60,35,3.5,1.5,50,0.0
20,300,60,40,2.5,1.5,50,0.0
20,300,65,30,2.0,1.5,50,0.0
20,300,65,30,4.0,2.0,40,0.0
20,300,65,35,2.0,3.0,80,0.0
20,300,65,40,3.5,3.0,50,0.0
20,300,65,45,2.5,3.0,80,0.0
20,300,65,45,3.0,1.5,60,0.0
20,300,70,30,3.5,2.5,60,0.0
20,300,70,30,4.0,3.0,50,731.6078537006896
20,300,70,40,3.0,3.0,40,950.2772320008045
20,300,70,45,3.0,1.5,40,0.0
20,300,70,50,3.5,1.5,40,0.0
20,300,75,40,2.0,3.0,50,0.0
20,300,80,30,2.5,2.5,40,0.0
20,300,80,35,2.0,1.5,40,0.0
20,300,80,35,2.0,2.0,60,0.0
20,300,80,40,2.5,2.5,80,0.0
20,300,80,45,2.0,3.0,50,0.0
20,300,80,45,2.5,2.0,50,0.0
20,300,80,50,3.0,2.0,40,0.0
20,350,60,35,2.0,2.5,60,0.0
20,350,60,35,2.5,1.5,60,0.0
