fast_ema,slow_ema,rsi_entry_max,rsi_entry_min,atr_sl_mult,be_trigger_atr,swing_lookback,0
30,250,80,35,3.0,2.5,50,785.9103112068726
30,250,80,40,2.5,2.0,50,0.0
30,250,80,40,4.0,2.5,50,827.261591107358
30,250,80,45,2.5,2.5,40,0.0
30,250,80,45,3.0,1.5,40,0.0
30,250,80,45,3.0,3.0,50,1522.6670944612297
30,250,80,45,3.5,3.0,80,1819.2540803793636
30,300,60,30,2.5,1.5,60,0.0
30,300,60,30,2.5,3.0,40,0.0
30,300,60,30,3.5,1.5,40,0.0
30,300,60,40,3.0,2.0,80,0.0
30,300,60,40,3.0,3.0,60,0.0
30,300,65,30,2.0,2.0,60,0.0
30,300,65,35,3.0,2.0,40,0.0
30,300,65,40,3.0,3.0,50,0.0
30,300,65,40,3.0,3.0,60,0.0
30,300,70,30,2.0,2.0,60,0.0
30,300,70,30,2.5,1.5,40,0.0
30,300,70,30,3.0,3.0,50,0.0
30,300,70,30,3.5,1.5,40,0.0
30,300,70,30,3.5,2.0,50,0.0
30,300,70,35,2.0,2.0,50,0.0
30,300,70,35,4.0,3.0,50,0.0
30,300,70,40,2.0,2.5,80,0.0
30,300,70,40,2.5,1.5,80,0.0
30,300,70,40,3.0,2.5,50,0.0
30,300,70,40,4.0,2.0,60,0.0
30,300,70,45,3.0,2.0,60,0.0
30,300,70,45,3.0,2.5,60,0.0
30,300,75,30,2.5,2.5,40,0.0
30,300,75,30,3.5,1.5,60,0.0
30,300,75,30,3.5,2.5,80,0.0
30,300,75,35,3.0,2.0,80,0.0
30,300,75,40,3.0,3.0,40,0.0
30,300,75,40,4.0,2.0,40,0.0
30,300,75,45,4.0,1.5,80,0.0
30,300,80,40,2.0,2.5,80,0.0
30,300,80,50,2.0,2.5,40,0.0
30,350,60,40,3.5,2.5,50,0.0
30,350,65,30,3.0,2.0,80,0.0
30,350,65,35,2.0,1.5,40,0.0
30,350,65,35,2.5,1.5,50,0.0
30,350,65,40,3.0,2.0,40,0.0
30,350,65,40,3.0,2.5,60,0.0
30,350,65,40,3.0,2.5,80,0.0
30,350,65,40,3.0,3.0,60,0.0
30,350,70,30,2.0,3.0,60,0.0
30,350,70,30,2.5,3.0,80,0.0
30,350,70,40,2.0,2.5,50,0.0
30,350,70,40,3.0,2.5,50,580.2763950892509
30,350,70,40,3.0,2.5,80,0.0
30,350,75,35,2.0,3.0,80,0.0
30,350,75,40,3.0,3.0,50,0.0
30,350,75,45,4.0,1.5,50,0.0
30,350,75,50,3.0,2.0,50,0.0
30,350,80,30,3.5,3.0,50,0.0
30,350,80,40,2.0,2.0,40,0.0
30,350,80,40,2.5,2.5,40,0.0
30,350,80,40,4.0,2.0,80,0.0
30,400,60,30,4.0,1.5,50,0.0
30,400,60,40,2.0,2.5,40,0.0
30,400,60,40,2.5,1.5,80,0.0
30,400,65,30,3.0,3.0,40,0.0
30,400,65,30,4.0,1.5,80,0.0
30,400,65,45,2.5,3.0,60,0.0
30,400,65,45,3.0,2.0,40,0.0
30,400,65,45,3.5,2.5,60,0.0
30,400,70,30,2.0,3.0,40,0.0
30,400,70,30,2.5,2.5,40,0.0
30,400,70,30,3.0,1.5,40,0.0
30,400,70,30,4.0,2.5,60,0.0
30,400,70,35,2.0,3.0,40,0.0
30,400,70,35,3.0,1.5,50,0.0
30,400,70,40,2.0,2.5,60,0.0
30,400,70,40,4.0,2.5,80,0.0
30,400,70,45,2.0,2.0,50,0.0
30,400,75,30,2.0,3.0,60,0.0
30,400,75,30,4.0,3.0,80,0.0
30,400,75,35,4.0,3.0,50,0.0
30,400,75,40,2.5,3.0,40,0.0
30,400,75,45,2.0,2.5,40,0.0
30,400,75,45,2.5,3.0,40,0.0
30,400,75,50,2.5,2.5,50,0.0
30,400,80,30,4.0,3.0,80,0.0
30,400,80,35,2.0,2.5,50,0.0
30,400,80,35,3.5,2.0,60,0.0
30,400,80,40,2.0,2.0,40,0.0
30,400,80,40,2.5,1.5,50,0.0
30,400,80,50,3.0,1.5,80,0.0
