,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_calculate…(20),Exit_calculate…(20),Entry_calculate…(300),Exit_calculate…(300),Entry_calculate…(14),Exit_calculate…(14),Entry_calculate…(4800),Exit_calculate…(4800)
78,1,30680,30736,107080.0,107573.29,,,278.6367099999936,214.65329,0.0026021358797160615,2025-07-02 08:00:00,2025-07-04 16:00:00,2 days 08:00:00,,106466.14408649244,108648.8706789718,106311.39469059496,107151.49630660981,429.52642857142826,383.14071428571435,94660.11829249503,94990.93812619339
79,1,31259,31281,117971.94,117950.47,,,-257.3924100000012,235.92241,-0.0021818104372955498,2025-07-26 11:00:00,2025-07-27 09:00:00,0 days 22:00:00,,117301.05842313438,118006.14051872834,117231.46809375245,117348.12219493426,288.9707142857109,212.57785714285586,99064.09015742873,99237.65861786995
80,1,31553,31576,116259.24,116207.7,,,-284.00694000000817,232.46694000000002,-0.0024428762823498124,2025-08-07 17:00:00,2025-08-08 16:00:00,0 days 23:00:00,,115692.94806152345,116557.82191721597,115579.70790624115,115754.12408457021,525.9392857142853,408.9278571428596,101019.49763850875,101170.17142420619
81,1,32241,32259,112618.51,111216.14,,,-1626.2046499999954,223.83465,-0.014439941089613028,2025-09-05 09:00:00,2025-09-06 03:00:00,0 days 18:00:00,,111400.07528210952,111181.41387665905,111257.88717342647,111265.03905425238,572.8685714285717,655.4292857142874,104273.99714964007,104326.76717711761
82,1,32314,32332,112094.99,111708.01,,,-610.7830000000105,223.803,-0.005448798380730535,2025-09-08 10:00:00,2025-09-09 04:00:00,0 days 18:00:00,,111293.79644999024,111840.7723957659,111156.54149322702,111258.14601790279,408.25214285714173,413.9671428571445,104475.28890593932,104531.97509882213
83,1,32825,32843,113626.15,112923.5,,,-929.1996499999941,226.54964999999999,-0.008177691930950741,2025-09-29 17:00:00,2025-09-30 11:00:00,0 days 18:00:00,,112409.60988949129,113491.64062726153,112240.82876830491,112431.05394295725,491.54357142857145,376.7742857142834,106238.64172028514,106296.1580044847
84,-1,34321,34348,87000.0,86977.0,,,-150.977,173.977,-0.0017353678160919486,2025-12-01 01:00:00,2025-12-02 04:00:00,1 days 03:00:00,,90441.97329382005,86493.14071179272,90783.17417595578,90008.91934823606,700.1392857142865,884.4935714285696,105131.26868312483,104918.15599187395
85,-1,34437,34455,89301.75,90004.76,,,-882.3165099999948,179.30651,-0.009880170433390062,2025-12-05 21:00:00,2025-12-06 15:00:00,0 days 18:00:00,,90509.50139923966,89765.36504317335,90758.81305845661,90622.97510132777,868.4949999999984,310.10928571428565,104434.75478786902,104323.56149336527
86,-1,34518,34529,89899.35,94187.81,,,-4472.547159999992,184.08716,-0.04975060620571764,2025-12-09 06:00:00,2025-12-09 17:00:00,0 days 11:00:00,,90445.52447743954,91255.97539734963,90518.09287234372,90573.11547529862,620.6685714285715,769.0535714285714,103959.36477514495,103901.35431584388
87,-1,34573,34582,90032.31,92858.4,,,-3008.9807099999966,182.89071,-0.0334211208176264,2025-12-11 13:00:00,2025-12-11 22:00:00,0 days 09:00:00,,90767.31362695784,90986.22195139783,90872.55454104226,90872.59790024441,492.51785714285717,831.8135714285714,103682.04521191827,103634.03688910336
88,-1,34609,34633,90323.01,90340.0,,,-197.65301000000522,180.66300999999999,-0.0021882907799464775,2025-12-13 01:00:00,2025-12-14 01:00:00,1 days 00:00:00,,90851.78095128642,90282.74911746902,90965.76344763559,90861.05286308398,597.5900000000028,241.7585714285711,103498.07599931252,103366.35928579833
89,-1,34854,34895,87765.01,88009.82,,,-420.58483000001223,175.77483,-0.004792169795229505,2025-12-23 06:00:00,2025-12-24 23:00:00,1 days 17:00:00,,88489.80580818898,87449.66744727784,88665.30446356902,88364.95665270872,546.9700000000012,418.07000000000073,102006.55192321287,101759.39061718242
90,-1,34936,34954,87137.81,87618.9,,,-655.8467099999965,174.75671,-0.007526545709606471,2025-12-26 16:00:00,2025-12-27 10:00:00,0 days 18:00:00,,88118.20842586592,87604.7366243242,88286.82058940714,88195.67177315676,549.1228571428572,165.73785714285623,101526.70649997493,101421.74408187954
91,-1,35010,35028,87850.0,87903.89,,,-229.64388999999943,175.75389,-0.0026140454183267918,2025-12-29 18:00:00,2025-12-30 12:00:00,0 days 18:00:00,,88056.22999952437,87694.02337028664,88133.41432597423,88061.46482387529,608.270714285717,315.60928571428354,101111.50467056491,101009.71990280478
92,-1,35063,35081,87728.3,87988.77,,,-436.1870700000012,175.71707,-0.004972022369064453,2025-12-31 23:00:00,2026-01-01 17:00:00,0 days 18:00:00,,88042.4480385326,87956.96462832268,88112.26315737408,88086.33361529585,390.817857142859,183.7135714285718,100826.00696625252,100729.27188391348
93,-1,35511,35709,92812.43,89396.03,,,3234.1915399999943,182.20846,0.034846534456645484,2026-01-19 15:00:00,2026-01-27 21:00:00,8 days 06:00:00,,93369.24159851385,88327.61753364005,93432.72758091216,90157.24306749948,312.35071428571456,611.7857142857164,99404.33298760194,98604.29350438189
